Pincode,City,State,Delhivery,GATI,V-Xpress,Safexpress,Movin,DP World,Criticalog,Blue Dart,Baral,DTDC,Ethics,Ethics
391770,Umreth,Gujarat,Serviceable,Serviceable,ODA-A,Serviceable,ODA-A,ODA -A,ODA-A,ODA-A,NSZ,Serviceable,NSZ,ODA-1
152028,Zira,Punjab,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
344027,Jodhpur,Rajasthan,ODA-A,NSZ,ODA-D,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
451447,Barwani,Madhya Pradesh,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA-D,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-4
495691,Dabhra,Chhattisgarh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
628904,Vilathikulam,Tamil Nadu,ODA-A,NSZ,ODA-B,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
855107,Kishanganj,Bihar,Serviceable,Serviceable,NSZ,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-2
415525,Wai,Maharashtra,Serviceable,NSZ,ODA-B,ODA-A,NSZ,DIRECT,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
394720,Surat,Gujarat,Serviceable,ODA-B,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
271304,Nawabganj,Uttar Pradesh,ODA-A,NSZ,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
612202,Kumbakonam,Tamil Nadu,Serviceable,Serviceable,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
636807,Dharmapuri,Tamil Nadu,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
425101,Jalgaon,Maharashtra,Serviceable,ODA-A,Serviceable,ODA-A,NSZ,DIRECT,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
743195,Kalyani,West Bengal,ODA-A,NSZ,NSZ,Serviceable,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
560080,Bangalore,Karnataka,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
768033,Bargarh,Odisha,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
504304,Boath Buzurg,Telangana,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ
571425,Maddur,Karnataka,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-C,NSZ,ODA-1
572125,Sira,Karnataka,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
521227,Vissannapetaa,Andhra Pradesh,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -C,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-3
403530,Goa,Goa,Serviceable,NSZ,ODA-A,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,ODA-B,NSZ,ODA-1
243002,Bareilly,Uttar Pradesh,Serviceable,NSZ,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,ODA-A,NSZ,Serviceable,NSZ,Regular
396235,Silvassa-Dnh,Dadra And Nagar Haveli,ODA-A,Serviceable,Serviceable,Serviceable,NSZ,DIRECT,ODA-A,Serviceable,NSZ,NSZ,NSZ,ODA-1
227806,Kumarganj,Uttar Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
246001,Pauri,Uttarakhand,Serviceable,ODA-B,ODA-D,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
412305,Nira,Maharashtra,Serviceable,ODA-A,Serviceable,ODA-A,ODA-A,ODA -B,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-2
722153,Mejia,West Bengal,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -B,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-2
246149,Kotdwara,Uttarakhand,ODA-A,ODA-B,ODA-D,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-1
382013,Gandhinagar,Gujarat,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,NSZ,Serviceable,NSZ,Serviceable,NSZ,ODA-1
245401,Siyana,Uttar Pradesh,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
581196,Hubli,Karnataka,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
221717,Ballia,Uttar Pradesh,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
670662,Thalassery,Kerala,Serviceable,NSZ,ODA-B,ODA-A,NSZ,ODA -C,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-3
713409,Kalna,West Bengal,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,ODA-C,NSZ,ODA-1
781308,Barpeta,Assam,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
752037,Balugaon,Odisha,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,ODA-C,NSZ,NSZ
641402,Coimbatore,Tamil Nadu,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
636903,Harur,Tamil Nadu,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -C,ODA-A,Serviceable,NSZ,ODA-C,NSZ,ODA-3
491665,Ambagarhchowki,Chhattisgarh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
630212,Karaikudi,Tamil Nadu,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
477222,Mau-Mp,Madhya Pradesh,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
506010,Warangal,Telangana,Serviceable,NSZ,NSZ,ODA-A,NSZ,DIRECT,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-1
781011,Guwahati,Assam,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,ODA-A,Serviceable,NSZ,Serviceable,Serviceable,Regular
174024,Ghumarwin,Himachal Pradesh,ODA-A,NSZ,ODA-D,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
232326,Dildar Nagar,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
422103,Sinnar,Maharashtra,ODA-A,Serviceable,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,Serviceable,NSZ,ODA-B,NSZ,ODA-1
733155,Balurghat,West Bengal,ODA-A,NSZ,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
506318,Thirumalagiri,Telangana,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
804428,Arwal,Bihar,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
577146,Chikkamagalur,Karnataka,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
324010,Kota,Rajasthan,Serviceable,NSZ,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
342307,Ghator,Rajasthan,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
691539,Ayoor,Kerala,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
673504,Thalassery,Kerala,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-2
181008,Marh,Jammu & Kashmir,Serviceable,NSZ,NSZ,Serviceable,NSZ,DIRECT,NSZ,NSZ,NSZ,NSZ,NSZ,Regular
431803,Himayatnagar,Maharashtra,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
226005,Lucknow,Uttar Pradesh,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
281403,Chhata,Uttar Pradesh,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
202130,Aligarh,Uttar Pradesh,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ
848226,Buxar,Bihar,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
686024,Kottayam,Kerala,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
826007,Dhanbad,Jharkhand,ODA-A,NSZ,ODA-C,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
700084,Kolkata,West Bengal,Serviceable,NSZ,Serviceable,ODA-A,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
642111,Udumalaipettai,Tamil Nadu,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,ODA-C,NSZ,ODA-2
625019,Madurai,Tamil Nadu,Serviceable,ODA-A,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
262532,Rudrapur,Uttarakhand,Serviceable,ODA-B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
533254,Razole,Andhra Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -C,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-3
273015,Gorakhpur,Uttar Pradesh,Serviceable,ODA-A,ODA-A,Serviceable,NSZ,ODA -A,Serviceable,Serviceable,NSZ,ODA-D,NSZ,ODA-1
628209,Tiruchendur,Tamil Nadu,ODA-A,ODA-B,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
246474,Chamoli,Uttarakhand,ODA-A,ODA-B,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
332043,Sikar,Rajasthan,ODA-A,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
753021,Cuttack,Odisha,Serviceable,NSZ,Serviceable,ODA-A,NSZ,DIRECT,NSZ,NSZ,NSZ,Serviceable,NSZ,Regular
627814,Tenkasi,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
380022,Ahmedabad,Gujarat,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
422204,Nasik,Maharashtra,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
233227,Mohammadabad,Uttar Pradesh,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,NSZ,Serviceable,NSZ,NSZ,NSZ,ODA-1
313602,Bhatewar,Rajasthan,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,DIRECT,Serviceable,ODA-A,NSZ,NSZ,NSZ,Regular
691007,Kollam,Kerala,Serviceable,NSZ,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,ODA-D,NSZ,ODA-1
782447,Lumding,Assam,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
614702,Thiruthuraipoondi,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
332041,Jodhpur,Rajasthan,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
400074,Mumbai,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
829208,Khalari-Jr,Jharkhand,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,Serviceable,NSZ,ODA-1
232331,Dildar Nagar,Uttar Pradesh,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
822131,Hariharganj,Jharkhand,ODA-A,NSZ,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
756029,Basta,Odisha,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
494224,Bastar,Chhattisgarh,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
491444,Rajnandgaonhub,Chhattisgarh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
532432,Narasannapeta,Andhra Pradesh,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
825330,Mandu,Jharkhand,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
623513,Ramanathapuram,Tamil Nadu,Serviceable,NSZ,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
682313,Kanjiramattom,Kerala,Serviceable,NSZ,ODA-A,Serviceable,ODA-A,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
148103,Barnala,Punjab,Serviceable,NSZ,Serviceable,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
151301,Talwandi Sabo,Punjab,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-D,NSZ,ODA-1
391760,Vadodara,Gujarat,Serviceable,ODA-A,Serviceable,Serviceable,Serviceable,ODA -A,ODA-A,Serviceable,NSZ,Serviceable,NSZ,ODA-1
622401,Ponnamaravathi,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
322030,Bonli,Rajasthan,Serviceable,NSZ,NSZ,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
712513,Hooghly,West Bengal,Serviceable,NSZ,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
563134,Chintamani,Karnataka,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
733102,Balurghat,West Bengal,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-2
482006,Jabalpur,Madhya Pradesh,Serviceable,NSZ,NSZ,Serviceable,NSZ,DIRECT,NSZ,Serviceable,NSZ,ODA-D,NSZ,ODA-1
505481,Husnabad,Telangana,ODA-A,ODA-A,NSZ,ODA-A,NSZ,NSZ,ODA-A,Serviceable,NSZ,NSZ,NSZ,NSZ
688506,Changanacherry,Kerala,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
752015,Delang,Odisha,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,ODA-B,NSZ,ODA-1
797117,Dimapur,Nagaland,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
491441,Rajnandgaon,Chhattisgarh,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,ODA-B,NSZ,ODA-1
855105,Katihar,Bihar,Serviceable,ODA-B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
682510,Cochin,Kerala,ODA-A,ODA-A,NSZ,Serviceable,NSZ,DIRECT,NSZ,ODA-A,NSZ,Serviceable,NSZ,Regular
411048,Pune,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,Serviceable,Regular
753001,Cuttack,Odisha,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,ODA-A,Serviceable,NSZ,Serviceable,NSZ,ODA-1
411025,Pune,Maharashtra,Serviceable,ODA-A,Serviceable,Serviceable,Serviceable,ODA -B,Serviceable,Serviceable,NSZ,Serviceable,ODA,ODA-2
243751,Babrala,Uttar Pradesh,Serviceable,NSZ,ODA-A,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
614630,Manamelkudi,Tamil Nadu,ODA-A,ODA-A,ODA-C,ODA-A,NSZ,ODA -C,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-3
134104,Pinjore,Haryana,ODA-A,NSZ,ODA-A,Serviceable,Serviceable,ODA -A,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
274509,Salempur,Uttar Pradesh,Serviceable,NSZ,ODA-A,ODA-A,NSZ,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,NSZ
627430,Tirunelveli,Tamil Nadu,ODA-A,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
695004,Thiruvananthapuram,Kerala,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
465683,Pachore,Madhya Pradesh,ODA-A,NSZ,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,ODA-D,NSZ,ODA-2
712223,Hooghly,West Bengal,Serviceable,NSZ,Serviceable,ODA-A,NSZ,DIRECT,ODA-A,Serviceable,NSZ,ODA-A,NSZ,Regular
591265,Tikota,Karnataka,Serviceable,ODA-B,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
440014,Nagpur,Maharashtra,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,Regular
628613,Eral,Tamil Nadu,ODA-A,ODA-B,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
583137,Harpanahalli,Karnataka,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
144804,Dhilwan,Punjab,ODA-A,ODA-A,ODA-A,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
244502,Kanth,Uttar Pradesh,ODA-A,Serviceable,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
210301,Hamirpur-Up,Uttar Pradesh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,ODA-B,NSZ,ODA-2
271841,Colonejganj,Uttar Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
160037,Chandigarh,Chandigarh,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,NSZ,Serviceable,NSZ,Serviceable,NSZ,Regular
486890,Singrauli,Madhya Pradesh,Serviceable,Serviceable,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
753009,Cuttack,Odisha,Serviceable,NSZ,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,NSZ,ODA-1
223106,Shahganj,Uttar Pradesh,Serviceable,ODA-A,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
313024,Udaipur,Rajasthan,Serviceable,ODA-A,ODA-A,Serviceable,NSZ,DIRECT,NSZ,ODA-A,NSZ,NSZ,NSZ,Regular
604407,Cheyyar,Tamil Nadu,ODA-A,NSZ,ODA-A,ODA-A,NSZ,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ
680013,Thrissur,Kerala,Serviceable,Serviceable,Serviceable,Serviceable,NSZ,DIRECT,Serviceable,ODA-A,NSZ,Serviceable,NSZ,ODA-1
700001,Kolkata,West Bengal,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,Regular
515286,Amarapuram,Andhra Pradesh,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
629156,Thuckalay,Tamil Nadu,Serviceable,Serviceable,ODA-A,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
404404,Shrigonda,Maharashtra,ODA-A,NSZ,NSZ,ODA-A,NSZ,DIRECT,NSZ,NSZ,NSZ,NSZ,NSZ,Regular
110036,Delhi Ncr,Delhi,Serviceable,Serviceable,Serviceable,Serviceable,Serviceable,DIRECT,Serviceable,Serviceable,NSZ,Serviceable,ODA,Regular
591122,Gokak,Karnataka,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
581303,Karwar,Karnataka,ODA-A,NSZ,ODA-C,ODA-A,NSZ,DIRECT,NSZ,Serviceable,NSZ,ODA-D,NSZ,ODA-1
627254,Tirunelveli,Tamil Nadu,Serviceable,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
802218,Dinara,Bihar,Serviceable,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
577501,Chitradurga,Karnataka,Serviceable,Serviceable,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
574166,Mangalore,Karnataka,Serviceable,ODA-A,NSZ,Serviceable,NSZ,DIRECT,NSZ,ODA-A,NSZ,Serviceable,NSZ,ODA-1
711315,Uluberia,West Bengal,ODA-A,Serviceable,ODA-A,ODA-A,ODA-A,ODA -A,ODA-A,ODA-A,NSZ,Serviceable,NSZ,ODA-1
843144,Dholi,Bihar,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
629169,Marthandam,Tamil Nadu,Serviceable,Serviceable,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
673620,Koyilandy,Kerala,ODA-A,ODA-A,Serviceable,ODA-A,NSZ,ODA -B,ODA-A,ODA-A,NSZ,Serviceable,NSZ,ODA-2
630204,Karaikudi,Tamil Nadu,ODA-A,ODA-A,ODA-B,ODA-A,NSZ,ODA -B,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-2
636808,Palacode,Tamil Nadu,Serviceable,ODA-A,ODA-A,ODA-A,NSZ,ODA-D,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-4
723163,Purulia,West Bengal,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
591104,Bailhongal,Karnataka,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
602117,Sriperumbudur,Tamil Nadu,Serviceable,NSZ,Serviceable,Serviceable,Serviceable,DIRECT,ODA-A,Serviceable,NSZ,Serviceable,NSZ,Regular
212662,Fatehpur,Uttar Pradesh,ODA-A,ODA-A,ODA-C,Serviceable,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
227308,Haidargarh,Uttar Pradesh,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,NSZ
583221,Hospet,Karnataka,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -C,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-3
245405,Siyana,Uttar Pradesh,ODA-A,ODA-A,NSZ,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
263624,Almora Division,Uttarakhand,Serviceable,ODA-B,ODA-C,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
533235,Ravulapalem,Andhra Pradesh,Serviceable,NSZ,NSZ,ODA-A,NSZ,DIRECT,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-1
629707,Nagercoil,Tamil Nadu,Serviceable,NSZ,Serviceable,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
814151,Dumka,Jharkhand,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
781364,Baihata,Assam,Serviceable,ODA-A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ
571478,Mandya,Karnataka,ODA-A,NSZ,ODA-B,ODA-A,NSZ,ODA -A,NSZ,ODA-A,NSZ,NSZ,NSZ,ODA-1
532579,Salur,Andhra Pradesh,ODA-A,NSZ,NSZ,Serviceable,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
533223,Ravulapalem,Andhra Pradesh,Serviceable,ODA-A,ODA-B,ODA-A,NSZ,ODA -A,ODA-A,ODA-A,NSZ,NSZ,NSZ,ODA-1
500594,Hyderabad,Telangana,Serviceable,NSZ,NSZ,Serviceable,NSZ,ODA -A,NSZ,NSZ,NSZ,NSZ,NSZ,ODA-1
585259,Aurad,Karnataka,ODA-A,NSZ,NSZ,ODA-A,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ,NSZ
